0:(17,21),(23,23),(1,20),(2,29),(28,26),(13,5),(13,9),
1:(17,20),(22,23),(1,19),(2,28),(27,26),(12,5),(13,10),
2:(17,19),(22,24),(2,19),(2,27),(26,26),(11,5),(13,11),
3:(18,19),(22,25),(3,19),(2,26),(25,26),(10,5),(12,11),
4:(19,19),(21,25),(4,19),(2,25),(25,27),(10,6),(11,11),
5:(19,18),(20,25),(4,18),(2,24),(25,28),(10,7),(10,11),
6:(19,17),(19,25),(4,17),(2,23),(24,28),(9,7),(9,11),
7:(19,16),(18,25),(4,16),(2,22),(23,28),(8,7),(8,11),
8:(19,15),(17,25),(5,16),(2,21),(22,28),(7,7),(7,11),
9:(19,14),(16,25),(6,16),(2,20),(22,29),(6,7),(6,11),
10:(18,14),(15,25),(7,16),(3,20),(22,30),(5,7),(5,11),
11:(17,14),(14,25),(8,16),(4,20),(22,31),(4,7),(4,11),
12:(17,15),(13,25),(9,16),(4,21),(21,31),(3,7),(3,11),
13:(17,16),(12,25),(10,16),(5,21),(20,31),(2,7),(2,11),
14:(16,16),(11,25),(10,15),(5,22),(19,31),(2,6),(2,12),
15:(15,16),(10,25),(10,14),(6,22),(18,31),(2,5),(2,13),
16:(15,16),(9,25),(10,13),(7,22),(17,31),(2,4),(3,13),
17:(15,16),(8,25),(9,13),(8,22),(17,30),(3,4),(4,13),
18:(15,16),(8,24),(8,13),(8,23),(17,29),(4,4),(5,13),
19:(15,16),(7,24),(7,13),(8,24),(17,28),(4,3),(6,13),
20:(15,16),(7,23),(6,13),(8,25),(17,27),(4,2),(7,13),
21:(15,16),(7,22),(5,13),(9,25),(17,26),(4,1),(8,13),
22:(15,16),(6,22),(4,13),(10,25),(17,25),(5,1),(9,13),
23:(15,16),(5,22),(3,13),(11,25),(16,25),(5,1),(10,13),
24:(15,16),(5,21),(2,13),(12,25),(15,25),(5,1),(10,14),
25:(15,16),(5,20),(2,12),(13,25),(14,25),(5,1),(10,15),
26:(15,16),(5,19),(2,11),(14,25),(14,24),(5,1),(10,16),
27:(15,16),(5,18),(2,10),(15,25),(14,23),(5,1),(9,16),
28:(15,16),(5,17),(3,10),(16,25),(14,22),(5,1),(8,16),
29:(15,16),(6,17),(4,10),(17,25),(14,21),(5,1),(7,16),
30:(15,16),(7,17),(5,10),(17,26),(14,20),(5,1),(6,16),
31:(15,16),(8,17),(6,10),(17,27),(14,19),(5,1),(6,17),
32:(15,16),(9,17),(7,10),(17,28),(14,18),(5,1),(5,17),
33:(15,16),(10,17),(8,10),(17,29),(14,17),(5,1),(5,18),
34:(15,16),(10,18),(9,10),(17,30),(15,17),(5,1),(5,19),
35:(15,16),(10,19),(10,10),(17,31),(16,17),(5,1),(5,20),
36:(15,16),(10,19),(11,10),(18,31),(16,16),(5,1),(5,21),
37:(15,16),(10,19),(12,10),(19,31),(17,16),(5,1),(5,22),
38:(15,16),(10,19),(13,10),(20,31),(17,15),(5,1),(6,22),
39:(15,16),(10,19),(13,9),(21,31),(17,14),(5,1),(7,22),
40:(15,16),(10,19),(13,8),(22,31),(18,14),(5,1),(8,22),
41:(15,16),(10,19),(13,7),(22,30),(19,14),(5,1),(8,23),
42:(15,16),(10,19),(14,7),(22,29),(20,14),(5,1),(8,24),
43:(15,16),(10,19),(15,7),(22,28),(20,15),(5,1),(8,25),
44:(15,16),(10,19),(16,7),(23,28),(20,16),(5,1),(9,25),
45:(15,16),(10,19),(17,7),(24,28),(21,16),(5,1),(10,25),
46:(15,16),(10,19),(18,7),(25,28),(22,16),(5,1),(11,25),
47:(15,16),(10,19),(19,7),(25,27),(23,16),(5,1),(12,25),
48:(15,16),(10,19),(20,7),(25,26),(24,16),(5,1),(13,25),
49:(15,16),(10,19),(21,7),(25,25),(25,16),(5,1),(13,24),
50:(15,16),(10,19),(22,7),(26,25),(25,16),(5,1),(13,23),
51:(15,16),(10,19),(22,6),(27,25),(25,16),(5,1),(13,22),
52:(15,16),(10,19),(22,5),(28,25),(25,16),(5,1),(13,21),
53:(15,16),(10,19),(22,4),(29,25),(25,16),(5,1),(13,20),
54:(15,16),(10,19),(22,3),(30,25),(25,16),(5,1),(13,19),
55:(15,16),(10,19),(22,2),(31,25),(25,16),(5,1),(14,19),
56:(15,16),(10,19),(21,2),(31,24),(25,16),(5,1),(14,19),
57:(15,16),(10,19),(20,2),(31,23),(25,16),(5,1),(14,19),
58:(15,16),(10,19),(19,2),(31,22),(25,16),(5,1),(14,19),
59:(15,16),(10,19),(18,2),(31,22),(25,16),(5,1),(14,19),
60:(15,16),(10,19),(17,2),(31,22),(25,16),(5,1),(14,19),
61:(15,16),(10,19),(16,2),(31,22),(25,16),(5,1),(14,19),
62:(15,16),(10,19),(15,2),(31,22),(25,16),(5,1),(14,19),
63:(15,16),(10,19),(14,2),(31,22),(25,16),(5,1),(14,19),
64:(15,16),(10,19),(13,2),(31,22),(25,16),(5,1),(14,19),
65:(15,16),(10,19),(12,2),(31,22),(25,16),(5,1),(14,19),
66:(15,16),(10,19),(11,2),(31,22),(25,16),(5,1),(14,19),
67:(15,16),(10,19),(10,2),(31,22),(25,16),(5,1),(14,19),
68:(15,16),(10,19),(9,2),(31,22),(25,16),(5,1),(14,19),
69:(15,16),(10,19),(8,2),(31,22),(25,16),(5,1),(14,19),
