0:(220,92),(146,202),(254,112),(87,83),(24,153),(51,230),(82,170),(93,77),(56,9),(141,38),(250,121),(178,15),(157,140),(80,142),(125,82),(13,43),(115,248),(17,151),(79,126),(126,184),(171,101),(78,150),(6,76),(117,214),(47,167),(41,230),(212,35),(98,225),(73,11),(185,156),(29,46),(41,234),(243,189),(5,10),(51,74),(237,172),(168,79),(183,178),(230,175),(144,15),(47,0),(243,124),(153,237),(85,215),(142,132),
1:(220,91),(146,201),(254,111),(87,84),(25,153),(51,229),(83,170),(93,78),(57,9),(142,38),(250,122),(177,15),(157,139),(80,141),(125,83),(14,43),(115,247),(18,151),(79,127),(126,185),(171,100),(77,150),(7,76),(118,214),(47,168),(41,229),(211,35),(98,224),(73,12),(185,157),(29,47),(41,233),(243,188),(6,10),(51,73),(236,172),(167,79),(182,178),(230,176),(144,16),(47,1),(242,124),(153,236),(85,214),(142,131),
2:(220,90),(146,200),(253,111),(88,84),(26,153),(51,228),(84,170),(93,79),(58,9),(143,38),(249,122),(176,15),(157,138),(80,140),(125,84),(15,43),(115,246),(19,151),(79,128),(126,186),(171,99),(76,150),(8,76),(119,214),(47,169),(41,228),(210,35),(98,223),(73,13),(185,158),(29,48),(41,232),(243,187),(6,11),(51,72),(235,172),(166,79),(181,178),(229,176),(144,17),(47,2),(241,124),(153,235),(85,213),(142,130),
3:(219,90),(145,200),(252,111),(88,85),(27,153),(51,227),(85,170),(94,79),(59,9),(144,38),(248,122),(175,15),(158,138),(80,139),(125,85),(16,43),(114,246),(20,151),(79,129),(126,187),(171,98),(75,150),(9,76),(120,214),(47,170),(41,227),(209,35),(98,222),(73,14),(185,159),(29,49),(41,231),(242,187),(6,12),(50,72),(234,172),(166,80),(180,178),(228,176),(144,18),(47,3),(240,124),(153,234),(85,212),(142,129),
4:(219,89),(145,199),(251,111),(88,86),(28,153),(51,226),(86,170),(94,80),(60,9),(145,38),(247,122),(175,16),(159,138),(80,138),(125,86),(16,44),(114,245),(21,151),(79,130),(125,187),(171,97),(75,151),(10,76),(121,214),(47,171),(41,226),(209,36),(99,222),(73,15),(184,159),(29,50),(41,230),(241,187),(6,13),(50,71),(233,172),(165,80),(179,178),(228,177),(143,18),(47,4),(239,124),(153,233),(85,211),(142,128),
5:(219,88),(145,198),(251,112),(88,87),(29,153),(51,225),(87,170),(94,81),(61,9),(146,38),(246,122),(174,16),(160,138),(80,137),(126,86),(16,45),(114,244),(22,151),(79,131),(124,187),(171,96),(74,151),(11,76),(122,214),(47,172),(41,225),(209,37),(99,221),(73,16),(183,159),(29,51),(41,229),(241,186),(6,14),(50,70),(232,172),(164,80),(178,178),(228,178),(142,18),(47,5),(238,124),(153,232),(86,211),(142,127),
6:(218,88),(144,198),(250,112),(88,88),(30,153),(51,224),(88,170),(95,81),(62,9),(147,38),(245,122),(173,16),(160,138),(80,136),(126,87),(16,46),(113,244),(23,151),(79,132),(123,187),(171,95),(73,151),(11,77),(123,214),(47,173),(41,224),(208,37),(99,220),(73,17),(183,160),(29,52),(41,228),(241,185),(6,15),(50,69),(231,172),(163,80),(177,178),(228,179),(142,19),(48,5),(237,124),(153,231),(87,211),(142,126),
7:(218,87),(143,198),(249,112),(88,89),(31,153),(51,223),(89,170),(96,81),(63,9),(148,38),(244,122),(172,16),(160,138),(80,135),(127,87),(16,47),(112,244),(24,151),(79,133),(123,188),(171,94),(72,151),(11,78),(124,214),(47,174),(41,223),(207,37),(99,219),(73,18),(183,161),(29,53),(41,227),(240,185),(7,15),(50,68),(230,172),(162,80),(176,178),(228,180),(142,20),(48,6),(236,124),(153,230),(88,211),(142,125),
8:(217,87),(143,197),(248,112),(89,89),(32,153),(51,222),(90,170),(96,82),(64,9),(149,38),(243,122),(172,17),(160,138),(80,134),(128,87),(16,48),(112,243),(25,151),(79,134),(122,188),(171,93),(72,152),(11,79),(125,214),(47,175),(41,222),(206,37),(99,218),(73,19),(182,161),(29,54),(41,226),(239,185),(7,16),(49,68),(229,172),(162,81),(175,178),(228,181),(142,21),(48,7),(235,124),(153,229),(89,211),(142,124),
9:(217,86),(143,196),(247,112),(89,90),(32,154),(51,221),(91,170),(96,83),(65,9),(150,38),(242,122),(171,17),(160,138),(80,133),(129,87),(17,48),(112,242),(26,151),(79,135),(121,188),(171,92),(72,153),(11,80),(126,214),(47,176),(41,221),(205,37),(99,217),(74,19),(181,161),(29,55),(41,225),(238,185),(7,17),(49,67),(228,172),(162,82),(174,178),(228,182),(141,21),(48,8),(234,124),(153,228),(90,211),(142,123),
10:(217,85),(142,196),(246,112),(90,90),(33,154),(51,220),(92,170),(97,83),(66,9),(150,37),(241,122),(170,17),(160,138),(80,132),(129,88),(17,49),(111,242),(27,151),(79,136),(121,189),(171,91),(71,153),(11,81),(127,214),(47,177),(40,221),(204,37),(99,216),(75,19),(180,161),(30,55),(41,224),(237,185),(7,18),(49,66),(228,171),(161,82),(173,178),(228,183),(141,22),(48,9),(233,124),(153,227),(91,211),(142,122),
11:(217,84),(141,196),(245,112),(91,90),(34,154),(51,219),(93,170),(97,84),(67,9),(151,37),(240,122),(169,17),(160,138),(80,131),(130,88),(17,50),(110,242),(27,152),(79,137),(120,189),(171,90),(71,154),(12,81),(127,215),(47,178),(39,221),(203,37),(99,215),(76,19),(179,161),(31,55),(41,223),(236,185),(7,19),(49,65),(228,170),(161,83),(172,178),(228,184),(141,23),(48,10),(232,124),(153,226),(92,211),(141,122),
12:(216,84),(141,195),(245,113),(91,91),(35,154),(51,218),(94,170),(97,85),(67,10),(152,37),(239,122),(168,17),(160,138),(80,130),(130,89),(17,51),(110,241),(27,153),(79,138),(119,189),(171,89),(71,155),(13,81),(127,216),(47,179),(38,221),(202,37),(100,215),(76,20),(178,161),(31,56),(41,222),(235,185),(7,20),(49,64),(228,169),(161,84),(171,178),(228,185),(141,24),(49,10),(232,123),(153,225),(93,211),(141,121),
13:(215,84),(141,194),(244,113),(91,92),(36,154),(51,217),(95,170),(98,85),(67,11),(153,37),(238,122),(167,17),(160,138),(80,129),(130,90),(17,52),(109,241),(27,154),(79,139),(118,189),(172,89),(71,156),(13,82),(127,217),(47,180),(37,221),(201,37),(100,214),(76,21),(177,161),(31,57),(41,221),(234,185),(7,21),(49,63),(227,169),(160,84),(170,178),(228,186),(141,25),(49,11),(231,123),(153,224),(93,210),(141,120),
14:(215,83),(141,193),(243,113),(91,93),(37,154),(51,216),(96,170),(98,86),(67,12),(154,37),(237,122),(166,17),(160,138),(80,128),(130,91),(17,53),(109,240),(28,154),(79,140),(117,189),(172,89),(71,156),(14,82),(128,217),(47,181),(36,221),(200,37),(101,214),(77,21),(177,162),(31,58),(40,221),(233,185),(7,22),(49,62),(226,169),(160,85),(169,178),(228,187),(141,26),(49,12),(230,123),(153,223),(93,209),(141,119),
15:(214,83),(140,193),(242,113),(91,94),(38,154),(51,215),(97,170),(98,87),(67,13),(155,37),(236,122),(165,17),(160,138),(80,127),(130,92),(18,53),(109,239),(29,154),(79,141),(116,189),(172,89),(71,156),(14,83),(129,217),(47,182),(35,221),(199,37),(101,213),(77,22),(177,163),(31,59),(39,221),(232,185),(7,23),(49,61),(225,169),(160,86),(168,178),(228,188),(141,27),(49,13),(229,123),(153,222),(93,208),(141,118),
16:(214,82),(140,192),(242,114),(91,95),(38,155),(51,214),(98,170),(98,88),(68,13),(155,36),(235,122),(164,17),(160,138),(80,126),(131,92),(18,54),(108,239),(30,154),(79,142),(115,189),(172,89),(71,156),(14,84),(130,217),(47,183),(34,221),(199,38),(101,212),(77,23),(176,163),(31,60),(38,221),(231,185),(7,24),(49,60),(224,169),(160,87),(168,177),(228,189),(141,28),(49,14),(228,123),(153,221),(94,208),(140,118),
17:(214,81),(140,191),(242,115),(91,96),(38,156),(51,213),(99,170),(98,89),(69,13),(156,36),(234,122),(163,17),(160,138),(80,125),(131,93),(18,55),(108,238),(31,154),(79,143),(114,189),(172,89),(71,156),(14,85),(131,217),(47,184),(33,221),(198,38),(101,211),(77,24),(175,163),(31,61),(37,221),(230,185),(7,25),(49,59),(223,169),(160,88),(167,177),(228,190),(140,28),(49,15),(227,123),(153,220),(95,208),(140,117),
18:(213,81),(139,191),(242,116),(91,97),(38,157),(51,212),(100,170),(98,90),(70,13),(157,36),(233,122),(162,17),(160,138),(80,124),(131,94),(18,56),(108,237),(32,154),(79,144),(113,189),(172,89),(71,156),(15,85),(132,217),(47,185),(32,221),(197,38),(101,210),(77,25),(174,163),(31,62),(36,221),(230,184),(7,26),(49,58),(222,169),(159,88),(166,177),(228,191),(140,29),(49,16),(227,122),(153,219),(96,208),(140,116),
19:(212,81),(138,191),(241,116),(91,98),(39,157),(51,211),(101,170),(97,90),(71,13),(158,36),(232,122),(161,17),(160,138),(80,123),(131,95),(18,57),(108,236),(33,154),(79,145),(112,189),(172,89),(71,156),(16,85),(133,217),(47,186),(31,221),(196,38),(101,210),(78,25),(173,163),(32,62),(35,221),(229,184),(7,27),(49,57),(221,169),(158,88),(165,177),(228,192),(140,30),(49,17),(227,121),(153,218),(97,208),(140,115),
20:(211,81),(137,191),(240,116),(91,99),(40,157),(51,210),(102,170),(96,90),(72,13),(159,36),(231,122),(160,17),(160,138),(80,122),(131,96),(19,57),(108,235),(34,154),(80,145),(111,189),(172,89),(71,156),(17,85),(134,217),(47,187),(30,221),(195,38),(101,210),(78,26),(173,163),(33,62),(34,221),(228,184),(7,28),(49,56),(220,169),(157,88),(164,177),(228,193),(140,31),(49,18),(227,120),(153,217),(98,208),(140,114),
21:(210,81),(136,191),(239,116),(91,100),(41,157),(51,209),(103,170),(95,90),(73,13),(160,36),(230,122),(159,17),(160,138),(80,121),(131,97),(19,58),(108,234),(35,154),(80,146),(110,189),(172,89),(71,156),(17,86),(135,217),(46,187),(29,221),(194,38),(101,210),(78,27),(173,163),(33,63),(33,221),(227,184),(7,29),(49,55),(219,169),(157,88),(163,177),(228,194),(140,32),(49,19),(227,119),(153,216),(99,208),(140,113),
22:(210,80),(135,191),(238,116),(91,101),(41,158),(51,208),(104,170),(94,90),(73,14),(161,36),(229,122),(158,17),(160,138),(80,120),(131,98),(19,59),(108,233),(36,154),(80,147),(109,189),(172,89),(71,156),(17,87),(136,217),(46,188),(28,221),(193,38),(101,210),(78,28),(173,163),(34,63),(32,221),(227,183),(7,30),(49,54),(219,168),(157,88),(162,177),(228,195),(140,33),(49,20),(226,119),(153,215),(100,208),(139,113),
23:(209,80),(134,191),(238,117),(91,102),(41,159),(51,207),(105,170),(93,90),(73,15),(162,36),(228,122),(157,17),(160,138),(80,119),(131,99),(19,60),(108,232),(37,154),(81,147),(108,189),(172,89),(71,156),(17,88),(137,217),(46,189),(27,221),(192,38),(101,210),(78,29),(173,163),(35,63),(31,221),(227,182),(7,31),(49,53),(219,167),(157,88),(161,177),(228,196),(140,34),(49,21),(226,118),(153,214),(100,207),(139,112),
24:(208,80),(133,191),(238,118),(91,103),(41,160),(51,206),(106,170),(92,90),(73,16),(163,36),(227,122),(156,17),(160,138),(80,118),(131,100),(19,61),(108,231),(38,154),(81,148),(107,189),(172,89),(71,156),(17,89),(138,217),(46,190),(26,221),(191,38),(101,210),(78,30),(173,163),(36,63),(30,221),(227,181),(7,32),(48,53),(219,166),(157,88),(160,177),(228,197),(139,34),(49,22),(226,117),(153,213),(100,206),(139,111),
25:(207,80),(132,191),(237,118),(91,104),(41,161),(51,205),(107,170),(92,91),(73,17),(164,36),(226,122),(156,18),(160,138),(80,117),(132,100),(19,62),(108,230),(38,155),(81,149),(106,189),(172,89),(71,156),(18,89),(139,217),(46,191),(25,221),(190,38),(101,210),(78,31),(173,163),(37,63),(29,221),(226,181),(7,33),(48,52),(219,165),(157,88),(159,177),(228,198),(139,35),(49,23),(226,116),(153,212),(101,206),(139,110),
26:(206,80),(132,191),(237,119),(91,105),(41,162),(51,204),(108,170),(92,92),(74,17),(165,36),(225,122),(156,19),(160,138),(80,116),(133,100),(20,62),(108,229),(39,155),(82,149),(105,189),(172,89),(71,156),(19,89),(140,217),(46,192),(24,221),(189,38),(101,210),(78,32),(173,163),(38,63),(28,221),(225,181),(7,34),(48,51),(219,164),(157,88),(158,177),(228,199),(139,36),(49,24),(225,116),(153,211),(101,205),(139,109),
27:(205,80),(132,191),(237,120),(91,106),(41,163),(51,203),(109,170),(91,92),(74,18),(166,36),(224,122),(156,20),(160,138),(80,115),(133,101),(20,63),(108,228),(40,155),(82,150),(104,189),(172,89),(71,156),(20,89),(141,217),(46,193),(23,221),(188,38),(101,210),(78,33),(173,163),(38,64),(27,221),(225,180),(7,35),(48,50),(219,163),(157,88),(158,176),(228,200),(139,37),(49,25),(224,116),(153,210),(102,205),(139,108),
28:(204,80),(132,191),(237,121),(91,107),(42,163),(51,202),(110,170),(90,92),(74,19),(167,36),(223,122),(155,20),(160,138),(80,114),(133,102),(20,64),(108,227),(41,155),(82,151),(103,189),(172,89),(71,156),(21,89),(142,217),(46,194),(23,220),(187,38),(101,210),(78,34),(173,163),(38,65),(26,221),(225,179),(7,36),(48,49),(219,162),(157,88),(158,175),(228,201),(139,38),(49,26),(223,116),(153,209),(103,205),(139,107),
